,outputs.TRoom,outputs.QBui,outputs.Wel,outputs.QDHW,outputs.Q_flowDHW,outputs.WelHP,outputs.WelHR,outputs.Q_flowBui,outputs.PelHR,outputs.PelHP,outputs.Q_flowDHWError,outputs.QDHWError,outputs.DHWOnTime,outputs.numUsageDHW,outputs.timeHR,outputs.numSwiHR,outputs.timeHP,outputs.numSwiHP
34400.0,296.59434540617343,-379782047.82067066,221438836.58500776,21060969.59342196,0.0,208767205.14020342,12671631.44480425,-18050.913745866834,0.0,9070.569490304259,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,34400.0,0
35200.0,296.6338589936805,-394026004.2277546,228413878.68232095,21060969.59342196,0.0,215742247.2375166,12671631.44480425,-17579.41425865224,0.0,8466.80721417967,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,35200.0,0
36000.0,296.66046654146515,-407838381.27039903,235015557.88230512,21060969.59342196,0.0,222343926.4375008,12671631.44480425,-17042.20618099633,0.0,8134.189495449243,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,36000.0,0
36800.0,296.6845785221476,-421227664.161292,241428703.60560858,21060969.59342196,0.0,228757072.16080427,12671631.44480425,-16520.72398055112,0.0,7930.573461615053,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,36800.0,0
37600.0,296.68489865141356,-434214018.95723,247669839.55773184,21060969.59342196,0.0,234998208.11292753,12671631.44480425,-16047.879161106306,0.0,7712.500343332608,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,37600.0,0
38400.0,296.65150318992,-446860276.7027122,253732508.86351338,21437436.028716967,0.0,241060877.41870907,12671631.44480425,-15636.512150045752,0.0,7475.0005678695015,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,38400.0,0
39200.0,296.57431773800926,-459223171.44568014,259605026.57987565,21437436.028716967,0.0,246933395.13507134,12671631.44480425,-15326.969297560765,0.0,7240.370849669908,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,39200.0,0
40000.0,296.47294911381385,-471369830.2772316,265289664.18180394,21437436.028716967,0.0,252618032.73699963,12671631.44480425,-15083.787673777995,0.0,7001.254150435249,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,40000.0,0
40800.0,296.36465331562744,-483369220.40706515,270823886.43365145,21437436.028716967,0.0,258152254.9888471,12671631.44480425,-14923.705883387076,0.0,6847.826210648197,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,40800.0,0
41600.0,296.2923206327171,-495233605.1654267,276242192.8230987,21817038.65365224,0.0,263570561.37829453,12671631.44480425,-14752.675177284651,0.0,6712.851999513797,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,41600.0,0
42400.0,296.24292915087204,-506956953.64541,281554877.4695516,22130789.248274654,3137.6071163326574,268883246.0247475,12671631.44480425,-14577.516010039362,0.0,6586.188338032265,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,42400.0,0
43200.0,296.2054653944959,-518543332.1912887,286772055.5661417,22196679.02732597,0.0,274100424.1213376,12671631.44480425,-14409.677573330791,0.0,6471.964653041021,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,43200.0,0
44000.0,296.16251779572764,-530018633.24871397,291912212.93436974,22196679.02732597,0.0,279240581.4895656,12671631.44480425,-14283.278113979499,0.0,6379.857110571861,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,44000.0,0
44800.0,296.127139728478,-541395166.0183414,296973511.2722688,22196679.02732597,0.0,284301879.82746464,12671631.44480425,-14181.995587088368,0.0,6292.223227870147,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,44800.0,0
45600.0,296.09061126244336,-552705494.1012264,301972019.2388166,22196679.02732597,0.0,289300387.7940125,12671631.44480425,-14108.064501049794,0.0,6216.757222393006,0.0,24631.719139425637,3414.456053569406,1,4328.291605556771,2,45600.0,0
46400.0,296.05782981645797,-563968154.2606628,306917875.62829494,23045649.362863746,0.0,294246244.1834908,12671631.44480425,-14052.597091001635,0.0,6152.227732429467,0.0,397892.3904490387,3414.456053569406,1,4328.291605556771,2,46400.0,0
47200.0,296.03218117455015,-575168612.0137199,310948132.1360873,23045649.362863746,0.0,298276500.69128317,12671631.44480425,-13824.81187845248,0.0,6474.915181892705,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,47200.0,0
48000.0,295.88502172857113,-585849564.3951205,316433450.8124125,23045649.362863746,0.0,303761819.36760837,12671631.44480425,-13404.131651776295,0.0,6908.121537989124,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,48000.0,0
48800.0,296.07643007181065,-596698662.1620693,321952913.10971946,23045649.362863746,0.0,309281281.6649153,12671631.44480425,-13679.357747161994,0.0,6773.489334657143,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,48800.0,0
49600.0,296.18291497186874,-607667737.893935,327151913.7552326,23045649.362863746,0.0,314480282.31042844,12671631.44480425,-13711.989734467732,0.0,6270.108731206876,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,49600.0,0
50400.0,296.2240176968984,-618596831.4435204,332054272.0842478,23045649.362863746,0.0,319382640.6394437,12671631.44480425,-13612.687595846495,0.0,6036.767027457674,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,50400.0,0
51200.0,296.2500435010976,-629420284.7772008,336825912.66252756,23045649.362863746,0.0,324154281.2177234,12671631.44480425,-13473.379876154613,0.0,5925.082698007613,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,51200.0,0
52000.0,296.26881171533023,-640133819.8238358,341532418.55438167,23045649.362863746,0.0,328860787.10957754,12671631.44480425,-13327.516770063161,0.0,5852.685270746746,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,52000.0,0
52800.0,296.282732614537,-650729188.7491795,346188700.68962896,23425819.4607503,0.0,333517069.2448248,12671631.44480425,-13185.47267813749,0.0,5798.266193582754,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,52800.0,0
53600.0,296.2935329026226,-661210797.3218484,350803751.9803679,23425819.4607503,0.0,338132120.53556377,12671631.44480425,-13049.045088252744,0.0,5750.644968870614,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,53600.0,0
54400.0,296.28977089517116,-671599278.4489303,355387423.20702285,23425819.4607503,0.0,342715791.7622187,12671631.44480425,-12931.337384455672,0.0,5711.521078036208,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,54400.0,0
55200.0,296.2691022439923,-681917164.6047652,359947854.2245572,23425819.4607503,0.0,347276222.7797531,12671631.44480425,-12863.245718109603,0.0,5689.262869517288,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,55200.0,0
56000.0,296.2530669556748,-692181310.302301,364490644.8396956,23805432.895909358,0.0,351819013.39489144,12671631.44480425,-12806.67287395828,0.0,5671.3293055917875,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,56000.0,0
56800.0,296.2386297148583,-702401460.417616,369021766.4493648,23805432.895909358,0.0,356350135.00456065,12671631.44480425,-12760.907476973734,0.0,5660.62514516173,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,56800.0,0
57600.0,296.2246312955282,-712592739.4953634,373549793.3472329,23805432.895909358,0.0,360878161.90242875,12671631.44480425,-12728.469387600708,0.0,5660.963587942241,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,57600.0,0
58400.0,296.1911534721103,-722779046.6489471,378090013.3878216,23805432.895909358,0.0,365418381.9430175,12671631.44480425,-12744.223013285431,0.0,5694.777461816969,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,58400.0,0
59200.0,296.16844368541206,-732990877.5699558,382665901.8659507,23805432.895909358,0.0,369994270.4211466,12671631.44480425,-12782.921231038774,0.0,5740.819239661714,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,59200.0,0
60000.0,296.1528931621521,-743238429.2741112,387277674.39287883,24185045.94774237,0.0,374606042.9480747,12671631.44480425,-12828.61686869871,0.0,5780.441263112157,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,60000.0,0
60800.0,296.14184244492964,-753529033.5807282,391918084.06924844,24185045.94774237,0.0,379246452.6244443,12671631.44480425,-12876.618098614588,0.0,5807.446451432465,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,60800.0,0
61600.0,296.13003537599866,-763853698.7191929,396570974.0036135,24185045.94774237,0.0,383899342.55880934,12671631.44480425,-12926.502233587082,0.0,5821.597119852699,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,61600.0,0
62400.0,296.1163772392488,-774229353.0329648,401239081.14589906,24185045.94774237,0.0,388567449.7010949,12671631.44480425,-12983.799060565776,0.0,5840.352320002722,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,62400.0,0
63200.0,296.10461189806506,-784645778.1174932,405919392.3387184,24185045.94774237,0.0,393247760.89391434,12671631.44480425,-13040.634427726436,0.0,5855.81236699512,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,63200.0,0
64000.0,296.0946731893809,-795111280.3404273,410611660.8907298,24185045.94774237,0.0,397940029.4459257,12671631.44480425,-13095.136612125962,0.0,5869.070454540717,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,64000.0,0
64800.0,296.08599112155287,-805613564.3364315,415309894.30747414,24185045.94774237,3122.0536029343198,402638262.86267006,12671631.44480425,-13146.543939395175,0.0,5874.4552362952245,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,64800.0,0
65600.0,296.0695642874917,-816160921.1126295,420009390.85305446,24564634.20806069,0.0,407337759.4082504,12671631.44480425,-13208.331365992653,0.0,5875.100540300158,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,65600.0,0
66400.0,296.05276419216756,-826755729.8423761,424707696.2873334,24941145.49445597,0.0,412036064.84252936,12671631.44480425,-13271.31448262503,0.0,5872.208424470555,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,66400.0,0
67200.0,296.0359949851547,-837403237.1031284,429408547.0205687,25317654.567038998,0.0,416736915.57576466,12671631.44480425,-13334.818460110051,0.0,5880.143857394843,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,67200.0,0
68000.0,296.0199763010671,-848105647.3755463,434124018.39935356,25317654.567038998,0.0,421452386.9545495,12671631.44480425,-13403.944306201505,0.0,5904.966690625061,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,68000.0,0
68800.0,296.02060499697285,-858860794.7012827,438865737.1496227,25697286.818376377,0.0,426194105.7048186,12671631.44480425,-13463.051095423449,0.0,5939.815438849512,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,68800.0,0
69600.0,296.0424728585975,-869639704.7371331,443622686.8230766,25697286.818376377,0.0,430951055.37827253,12671631.44480425,-13478.304550333753,0.0,5948.533378033809,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,69600.0,0
70400.0,296.0620641702085,-880427424.6129286,448385071.54462814,25697286.818376377,0.0,435713440.0998241,12671631.44480425,-13488.54677536858,0.0,5956.635491681869,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,70400.0,0
71200.0,296.07969078124444,-891223071.7630179,453158041.4300479,25697286.818376377,0.0,440486409.98524386,12671631.44480425,-13497.176039609569,0.0,5970.6759569259875,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,71200.0,0
72000.0,296.0959384513475,-902026386.1914371,457948769.3776418,25697286.818376377,0.0,445277137.9328377,12671631.44480425,-13508.165561590256,0.0,5999.2343946407145,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,72000.0,0
72800.0,296.10508633558186,-912848151.3684199,462778047.2527164,25697286.818376377,0.0,450106415.80791235,12671631.44480425,-13538.546794494066,0.0,6055.14369954518,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,72800.0,0
73600.0,296.1147793453119,-923702203.2779983,467659886.43188894,25697286.818376377,0.0,454988254.98708487,12671631.44480425,-13583.538083820786,0.0,6126.078090418694,0.0,397892.3904490387,3786.7668991865344,2,4328.291605556771,2,73600.0,0
74400.0,296.12554557717095,-934592143.9393564,472588768.2250342,27657594.656301364,0.0,459917136.7802301,12671631.44480425,-13635.30980161604,0.0,6185.214000655985,0.0,1327163.4343406877,3786.7668991865344,2,4328.291605556771,2,74400.0,0
75200.0,296.13587841062997,-945526410.2577354,477554093.1938056,27657594.656301364,0.0,464882461.7490015,12671631.44480425,-13683.249687665644,0.0,6213.991333875385,0.0,1327163.4343406877,3786.7668991865344,2,4328.291605556771,2,75200.0,0
76000.0,296.13328884681243,-956489048.7161984,482506636.44357246,36015879.964477316,20630.730130897293,469835004.9987684,12671631.44480425,-13691.40717834252,0.0,6188.411743007839,290.15203737035625,1335536.1466811732,3972.286057977728,3,4328.291605556771,2,76000.0,0
76800.0,295.66292527358485,-966988214.482499,487097318.01372606,40451492.35771181,0.0,474425686.568922,12671631.44480425,-12138.638169957172,0.0,4548.957990409379,0.0,1532064.2619200412,4772.286057977743,3,4328.291605556771,2,76800.0,0
77600.0,294.62068714019154,-975623960.0147238,490053364.7035742,40834076.88092983,0.0,477381733.2587701,12671631.44480425,-9639.560310161978,0.0,5508.60639375954,0.0,1532064.2619200412,5519.333356604764,3,4328.291605556771,2,77600.0,0
78400.0,294.67493525283254,-983632635.5627406,494547173.12120813,40834076.88092983,0.0,481875541.67640406,12671631.44480425,-10561.688164949865,0.0,5716.610165815922,0.0,1532064.2619200412,5519.333356604764,3,4328.291605556771,2,78400.0,0
79200.0,295.14255430097734,-992655415.4802538,501325311.9506492,40834076.88092983,0.0,486534276.5550638,14791035.395585548,-11993.66561429865,2927.6288659793813,5937.529861717147,0.0,1532064.2619200412,5519.333356604764,3,5052.22351352841,3,79200.0,0
80000.0,293.54992297293313,-999791434.7925037,505422324.5210707,40834076.88092983,0.0,489905557.27246153,15516767.248609463,-7194.656134876854,0.0,2645.629825282632,0.0,1532064.2619200412,5519.333356604764,3,5300.114173938721,3,80000.0,0
80800.0,292.8274857290953,-1004928132.813468,507118564.43434274,40834076.88092983,0.0,491601797.18573356,15516767.248609463,-5739.327972402271,0.0,1944.9410801254696,0.0,1532064.2619200412,5519.333356604764,3,5300.114173938721,3,80800.0,0
81600.0,292.3118605578002,-1009070127.795746,508687135.75933915,40834076.88092983,0.0,493170368.51072997,15516767.248609463,-4696.13354013233,0.0,1976.7197969108784,0.0,1532064.2619200412,5519.333356604764,3,5300.114173938721,3,81600.0,0
82400.0,291.9343217359694,-1012534428.3458264,510283910.29261106,40834076.88092983,0.0,494767143.0440019,15516767.248609463,-4011.726675083858,0.0,2015.8453737378754,0.0,1532064.2619200412,5519.333356604764,3,5300.114173938721,3,82400.0,0
83200.0,291.66981880813364,-1015566872.4540553,511913136.9446239,40834076.88092983,0.0,496396369.6960147,15516767.248609463,-3607.029523454785,0.0,2057.1114928218417,0.0,1532064.2619200412,5519.333356604764,3,5300.114173938721,3,83200.0,0
84000.0,291.4898050548105,-1018363892.281388,513574861.51760495,40834076.88092983,0.0,498058094.26899576,15516767.248609463,-3408.3402959507366,0.0,2096.577384547326,0.0,1532064.2619200412,5519.333356604764,3,5300.114173938721,3,84000.0,0
84800.0,291.3696036275275,-1021055445.7714069,515267355.3089968,40834076.88092983,0.0,499750588.0603876,15516767.248609463,-3336.0125005616837,0.0,2133.550070251032,0.0,1532064.2619200412,5519.333356604764,3,5300.114173938721,3,84800.0,0
85600.0,291.2869477511814,-1023721607.7226682,515692157.6363776,40834076.88092983,0.0,500175390.3877684,15516767.248609463,-3336.202650980661,0.0,0.0,0.0,1532064.2619200412,5519.333356604764,3,5300.114173938721,3,84998.5800810116,0
86400.0,291.22867891804765,-1026407661.0970389,515692157.6363776,40834076.88092983,0.0,500175390.3877684,15516767.248609463,-3386.6239132222886,0.0,0.0,0.0,1532064.2619200412,5519.333356604764,3,5300.114173938721,3,84998.5800810116,0
